eco,eco_name,eco_example,eco_type,eco_group,openings.name,openings.link,openings.color,openings.total_games,openings.eco,openings.last_played,Performance,openings.avg_player,Wins,Draws,Loses,openings.moves
"C53","Giuoco Piano","1 e4 e5 2 Nf3 Nc6 3 Bc4 Bc5 4 c3","C","Open (inc French)","Italian Game, Bird's Attack","https://old.chesstempo.com/gamedb/opening/857","white",611,"C53","23-01-2021",2220,"2221",0.414,0.223,0.363,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5 4.c3 Cf6 5.b4"
"C54","Giuoco Piano","1 e4 e5 2 Nf3 Nc6 3 Bc4 Bc5 4 c3 Nf6 5 d4 exd4 6 cxd4","C","Open (inc French)","Italian Game, Classical Variation, Greco Gambit, Anderssen Variation","https://old.chesstempo.com/gamedb/opening/870","black",445,"C54","27-08-2020",1953,"2018",0.276,0.24,0.483,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5 4.c3 Cf6 5.d4 exd4 6.e5 d5 7.Ab5 Ce4 8.cxd4 Ab4+"
"C51","Evans Gambit","1 e4 e5 2 Nf3 Nc6 3 Bc4 Bc5 4 b4","C","Open (inc French)","Italian Game, Evans Gambit","https://old.chesstempo.com/gamedb/opening/879","white",49,"C51","19-12-2020",1870,"1855",0.633,0.163,0.204,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5 4.b4"
"C52","Evans Gambit","1 e4 e5 2 Nf3 Nc6 3 Bc4 Bc5 4 b4 Bxb4 5 c3 Ba5","C","Open (inc French)","Italian Game, Evans Gambit, Anderssen Defense","https://old.chesstempo.com/gamedb/opening/2923","black",111,"C52","06-03-2021",2109,"2039",0.387,0.18,0.432,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5 4.b4 Axb4 5.c3 Aa5 6.d4 exd4 7.O-O Cf6"
"C56","Two Knights","1 e4 e5 2 Nf3 Nc6 3 Bc4 Nf6 4 d4 exd4 5 O-O Nxe4","C","Open (inc French)","Italian Game, Scotch Gambit, Anderssen Attack","https://old.chesstempo.com/gamedb/opening/916","white",1712,"C56","07-11-2020",2129,"2102",0.259,0.375,0.366,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Cf6 4.d4 exd4 5.O-O Cxe4 6.Te1 d5 7.Axd5 Dxd5 8.Cc3"
"C57","Two Knights","1 e4 e5 2 Nf3 Nc6 3 Bc4 Nf6 4 Ng5","C","Open (inc French)","Italian Game, Two Knights Defense, Fried Liver Attack","https://old.chesstempo.com/gamedb/opening/927","white",385,"C57","02-11-2020",1748,"1672",0.758,0.057,0.184,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Cf6 4.Cg5 d5 5.exd5 Cxd5 6.Cxf7"
"C58","Two Knights","1 e4 e5 2 Nf3 Nc6 3 Bc4 Nf6 4 Ng5 d5 5 exd5 Na5","C","Open (inc French)","Italian Game, Two Knights Defense, Polerio Defense, Bishop Check line","https://old.chesstempo.com/gamedb/opening/937","white",1470,"C58","14-03-2021",2154,"2108",0.435,0.215,0.35,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Cf6 4.Cg5 d5 5.exd5 Ca5 6.Ab5+"
"C59","Two Knights","1 e4 e5 2 Nf3 Nc6 3 Bc4 Nf6 4 Ng5 d5 5 exd5 Na5 6 Bb5+ c6 7 dxc6 bxc6 8 Be2 h6","C","Open (inc French)","Italian Game, Two Knights Defense, Polerio Defense, Goering Variation","https://old.chesstempo.com/gamedb/opening/939","black",94,"C59","14-09-2019",2276,"2331",0.383,0.234,0.383,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Cf6 4.Cg5 d5 5.exd5 Ca5 6.Ab5+ c6 7.dxc6 bxc6 8.Ae2 h6 9.Cf3 e4 10.Ce5 Dc7"
"C44","King's Pawn Game","1 e4 e5 2 Nf3 Nc6","C","Open (inc French)","King Pawn Game, Dresden Opening","https://old.chesstempo.com/gamedb/opening/969","white",94,"C44","11-12-2019",1824,"1798",0.351,0.149,0.5,"1.e4 e5 2.Cf3 Cc6 3.c4"
"C36","King's Gambit Accepted, Abbazia Defense","1 e4 e5 2 f4 exf4 3 Nf3 d5","C","Open (inc French)","King's Gambit, Accepted, Abbazia Defense","https://old.chesstempo.com/gamedb/opening/993","black",1319,"C36","09-02-2021",2180,"2201",0.356,0.266,0.378,"1.e4 e5 2.f4 exf4 3.Cf3 d5 4.exd5 Cf6"
"C39","King's Gambit Accepted","1 e4 e5 2 f4 exf4 3 Nf3 g5 4 h4","C","Open (inc French)","King's Gambit, Accepted, Allgaier Gambit","https://old.chesstempo.com/gamedb/opening/995","white",37,"C39","20-06-2019",2159,"2175",0.405,0.162,0.432,"1.e4 e5 2.f4 exf4 3.Cf3 g5 4.h4 g4 5.Cg5"
"C33","King's Gambit Accepted","1 e4 e5 2 f4 exf4","C","Open (inc French)","King's Gambit, Accepted, Basman Gambit","https://old.chesstempo.com/gamedb/opening/999","white",11,"C33","30-09-2015",2359,"2352",0.273,0.364,0.364,"1.e4 e5 2.f4 exf4 3.De2"
"C34","King's Gambit Accepted","1 e4 e5 2 f4 exf4 3 Nf3","C","Open (inc French)","King's Gambit, Accepted, Becker Defense","https://old.chesstempo.com/gamedb/opening/1000","black",254,"C34","31-01-2020",2234,"2233",0.449,0.173,0.378,"1.e4 e5 2.f4 exf4 3.Cf3 h6"
"C37","King's Gambit Accepted","1 e4 e5 2 f4 exf4 3 Nf3 g5 4 Nc3","C","Open (inc French)","King's Gambit, Accepted, Blachly Gambit","https://old.chesstempo.com/gamedb/opening/1019","black",47,"C37","02-08-2018",2267,"2149",0.575,0.191,0.234,"1.e4 e5 2.f4 exf4 3.Cf3 g5 4.Ac4 Cc6"
"C35","King's Gambit Accepted, Cunningham","1 e4 e5 2 f4 exf4 3 Nf3 Be7","C","Open (inc French)","King's Gambit, Accepted, Cunningham Defense","https://old.chesstempo.com/gamedb/opening/1023","black",351,"C35","22-08-2019",2063,"2094",0.328,0.202,0.47,"1.e4 e5 2.f4 exf4 3.Cf3 Ae7"
"C30","King's Gambit Declined","1 e4 e5 2 f4","C","Open (inc French)","King's Gambit, Accepted, Eisenberg Variation","https://old.chesstempo.com/gamedb/opening/1030","white",1,"C30","1921-09",2450,"2560",0.458,1,0.334,"1.e4 e5 2.f4 exf4 3.Ch3"
"C38","King's Gambit Accepted","1 e4 e5 2 f4 exf4 3 Nf3 g5 4 Bc4 Bg7","C","Open (inc French)","King's Gambit, Accepted, Greco Gambit","https://old.chesstempo.com/gamedb/opening/1036","black",110,"C38","29-11-2019",2338,"2258",0.582,0.127,0.291,"1.e4 e5 2.f4 exf4 3.Cf3 g5 4.Ac4 Ag7 5.h4 h6 6.d4 d6"
"C31","King's Gambit Declined, Falkbeer Counter Gambit","1 e4 e5 2 f4 d5","C","Open (inc French)","King's Gambit, Falkbeer Countergambit, Accepted","https://old.chesstempo.com/gamedb/opening/1107","white",98,"C31","23-10-2019",1937,"1953",0.602,0.143,0.255,"1.e4 e5 2.f4 d5 3.exd5"
"C32","King's Gambit Declined, Falkbeer Counter Gambit","1 e4 e5 2 f4 d5 3 exd5 e4 4 d3 Nf6","C","Open (inc French)","King's Gambit, Falkbeer Countergambit, Charousek Gambit, Accepted","https://old.chesstempo.com/gamedb/opening/1111","white",305,"C32","27-01-2020",2282,"2208",0.538,0.21,0.253,"1.e4 e5 2.f4 d5 3.exd5 e4 4.d3 Cf6 5.dxe4"
"C41","Philidor Defense","1 e4 e5 2 Nf3 d6","C","Open (inc French)","Philidor Defense, Albin-Blackburne Gambit","https://old.chesstempo.com/gamedb/opening/1481","black",68,"C41","15-02-2020",2130,"2168",0.368,0.191,0.441,"1.e4 e5 2.Cf3 d6 3.d4 Ag4 4.dxe5 Cd7"
"C42","Petrov Defense","1 e4 e5 2 Nf3 Nf6","C","Open (inc French)","Russian Game, Classical Attack","https://old.chesstempo.com/gamedb/opening/1851","white",1853,"C42","28-02-2021",2277,"2236",0.409,0.395,0.196,"1.e4 e5 2.Cf3 Cf6 3.Cxe5 d6 4.Cf3 Cxe4 5.d4"
"C43","Petrov, Modern Attack","1 e4 e5 2 Nf3 Nf6 3 d4 exd4 4 e5 Ne4 5 Qxd4","C","Open (inc French)","Russian Game, Modern Attack","https://old.chesstempo.com/gamedb/opening/1872","white",964,"C43","19-01-2021",2235,"2206",0.484,0.274,0.242,"1.e4 e5 2.Cf3 Cf6 3.d4"
"C45","Scotch Game","1 e4 e5 2 Nf3 Nc6 3 d4 exd4 4 Nxd4","C","Open (inc French)","Scotch Game, Alekhine Gambit","https://old.chesstempo.com/gamedb/opening/1921","white",5,"C45","24-09-2015",2315,"2103",0.8,0.897,0.2,"1.e4 e5 2.Cf3 Cc6 3.d4 exd4 4.Cxd4 Cf6 5.e5"
"C60","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5","C","Open (inc French)","Spanish Game, Alapin Defense","https://old.chesstempo.com/gamedb/opening/2344","black",235,"C60","07-03-2020",2260,"2271",0.302,0.345,0.353,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ab4"
"C65","Ruy Lopez, Berlin Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 Nf6","C","Open (inc French)","Spanish Game, Berlin Defense","https://old.chesstempo.com/gamedb/opening/2346","white",600,"C65","26-02-2021",2201,"2142",0.543,0.238,0.218,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O"
"C67","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 Nf6 4 O-O Nxe4","C","Open (inc French)","Spanish Game, Berlin Defense, Berlin Wall, J. Rogers Line","https://old.chesstempo.com/gamedb/opening/579","black",550,"C67","16-01-2020",2437,"2468",0.233,0.471,0.296,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O Cxe4 5.d4 Cd6 6.Axc6 dxc6 7.dxe5 Cf5 8.Dxd8+ Rxd8 9.Cc3 Ad7"
"C66","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 Nf6 4 O-O d6","C","Open (inc French)","Spanish Game, Berlin Defense, Closed Bernstein Variation","https://old.chesstempo.com/gamedb/opening/2349","white",48,"C66","06-10-2014",2327,"2209",0.542,0.188,0.271,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cf6 4.O-O d6 5.d4 Ad7 6.Cc3 Ae7 7.Ag5"
"C61","Ruy Lopez, Bird's Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 Nd4","C","Open (inc French)","Spanish Game, Bird Variation","https://old.chesstempo.com/gamedb/opening/2369","black",2216,"C61","13-02-2021",2113,"2176",0.259,0.245,0.496,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Cd4"
"C79","Ruy Lopez, Steinitz Defense Deferred","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O d6","C","Open (inc French)","Spanish Game, Brix Variation","https://old.chesstempo.com/gamedb/opening/2794","black",7,"C79","18-02-2017",1481,"1439",0.458,0.143,0.857,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O g6"
"C64","Ruy Lopez, Classical","1 e4 e5 2 Nf3 Nc6 3 Bb5 Bc5","C","Open (inc French)","Spanish Game, Classical Variation","https://old.chesstempo.com/gamedb/opening/2373","black",2574,"C64","15-03-2021",2026,"2040",0.286,0.265,0.449,"1.e4 e5 2.Cf3 Cc6 3.Ab5 Ac5"
"C90","Ruy Lopez, Closed","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6","C","Open (inc French)","Spanish Game, Closed Defense, Alekhine Gambit","https://old.chesstempo.com/gamedb/opening/2381","white",1,"C90","1936-12",3000,"2700",1,0.897,0.334,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 d6 8.c3 Ca5 9.Ac2 c5 10.d4 Dc7 11.Cbd2 O-O 12.Cf1 Ag4 13.Ce3 Axf3 14.Dxf3"
"C84","Ruy Lopez, Closed","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7","C","Open (inc French)","Spanish Game, Closed Variations","https://old.chesstempo.com/gamedb/opening/2382","black",7848,"C84","12-03-2021",2285,"2326",0.263,0.341,0.397,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7"
"C87","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 d6","C","Open (inc French)","Spanish Game, Closed Variations, Averbakh Variation","https://old.chesstempo.com/gamedb/opening/2383","black",1139,"C87","17-03-2021",2249,"2302",0.213,0.37,0.416,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 d6"
"C88","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3","C","Open (inc French)","Spanish Game, Closed Variations, Balla Variation","https://old.chesstempo.com/gamedb/opening/2384","white",85,"C88","10-02-2021",2417,"2398",0.424,0.365,0.212,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 d6 8.c3 Ca5 9.Ac2 c5 10.d4 Dc7 11.a4"
"C91","Ruy Lopez, Closed","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 d4","C","Open (inc French)","Spanish Game, Closed Variations, Bogoljubow Variation","https://old.chesstempo.com/gamedb/opening/2385","black",4396,"C91","07-02-2021",2301,"2345",0.262,0.351,0.386,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.d4 Ag4"
"C96","Ruy Lopez, Closed","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Na5 10 Bc2","C","Open (inc French)","Spanish Game, Closed Variations, Borisenko Variation","https://old.chesstempo.com/gamedb/opening/2386","black",380,"C96","25-08-2020",2184,"2265",0.203,0.329,0.468,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Cc6"
"C95","Ruy Lopez, Closed, Breyer","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Nb8 10 d4","C","Open (inc French)","Spanish Game, Closed Variations, Breyer Defense","https://old.chesstempo.com/gamedb/opening/2387","black",366,"C95","12-03-2021",2357,"2399",0.301,0.35,0.35,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Cb8 10.d4 Cbd7 11.Cbd2 Ab7 12.Ac2 c5"
"C98","Ruy Lopez, Closed, Chigorin","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Na5 10 Bc2 c5 11 d4 Qc7 12 Nbd2 Nc6","C","Open (inc French)","Spanish Game, Closed Variations, Chigorin Defense","https://old.chesstempo.com/gamedb/opening/2391","black",824,"C98","25-08-2020",2262,"2285",0.231,0.402,0.368,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Dc7 12.Cbd2 Cc6"
"C97","Ruy Lopez, Closed, Chigorin","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Na5 10 Bc2 c5 11 d4 Qc7","C","Open (inc French)","Spanish Game, Closed Variations, Chigorin Defense","https://old.chesstempo.com/gamedb/opening/2393","black",3613,"C97","28-03-2021",2196,"2250",0.244,0.331,0.425,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Dc7"
"C85","Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Bxc6 dxc6","C","Open (inc French)","Spanish Game, Closed Variations, Delayed Exchange","https://old.chesstempo.com/gamedb/opening/2449","white",2749,"C85","29-01-2021",2397,"2361",0.338,0.419,0.243,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Axc6"
"C92","Ruy Lopez, Closed","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3","C","Open (inc French)","Spanish Game, Closed Variations, Flohr System","https://old.chesstempo.com/gamedb/opening/2397","black",3831,"C92","14-12-2020",2292,"2337",0.241,0.361,0.398,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ab7"
"C78","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O","C","Open (inc French)","Spanish Game, Closed Variations, Martinez Variation","https://old.chesstempo.com/gamedb/opening/2767","white",3623,"C78","26-03-2021",2470,"2433",0.385,0.404,0.212,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.d3"
"C93","Ruy Lopez, Closed, Smyslov Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 h6","C","Open (inc French)","Spanish Game, Closed Variations, Smyslov Defense","https://old.chesstempo.com/gamedb/opening/2407","black",1135,"C93","03-02-2020",2322,"2370",0.226,0.421,0.353,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 h6"
"C86","Ruy Lopez, Worrall Attack","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Qe2","C","Open (inc French)","Spanish Game, Closed Variations, Worrall Attack","https://old.chesstempo.com/gamedb/opening/2478","white",158,"C86","23-02-2020",2415,"2363",0.449,0.31,0.241,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.De2"
"C70","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4","C","Open (inc French)","Spanish Game, Columbus Variation","https://old.chesstempo.com/gamedb/opening/2435","white",137,"C70","08-03-2021",2085,"2066",0.577,0.168,0.256,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4"
"C69","Ruy Lopez, Exchange, Gligoric Variation","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Bxc6 dc 5 O-O f6","C","Open (inc French)","Spanish Game, Exchange Variation, Alapin Gambit","https://old.chesstempo.com/gamedb/opening/2417","black",1587,"C69","22-01-2021",2167,"2190",0.253,0.357,0.389,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6 dxc6 5.O-O Ag4 6.h3 h5"
"C68","Ruy Lopez, Exchange","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Bxc6","C","Open (inc French)","Spanish Game, Exchange Variation, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/2418","black",109,"C68","09-08-2020",2172,"2225",0.229,0.468,0.303,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Axc6 dxc6 5.d4 exd4 6.Dxd4 Dxd4 7.Cxd4 Ad6"
"C89","Ruy Lopez, Marshall","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d5","C","Open (inc French)","Spanish Game, Marshall Attack, General","https://old.chesstempo.com/gamedb/opening/2428","black",623,"C89","15-03-2021",2201,"2214",0.335,0.323,0.342,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d5"
"C77","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6","C","Open (inc French)","Spanish Game, Morphy Defense, Anderssen Variation","https://old.chesstempo.com/gamedb/opening/2439","white",7638,"C77","22-03-2021",2237,"2215",0.405,0.297,0.298,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.d3"
"C94","Ruy Lopez, Closed, Breyer Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Nb8","C","Open (inc French)","Spanish Game, Morphy Defense, Breyer Defense","https://old.chesstempo.com/gamedb/opening/2442","black",95,"C94","15-12-2019",2269,"2299",0.337,0.379,0.284,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Cb8"
"C99","Ruy Lopez, Closed, Chigorin, 12...cd","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Be7 6 Re1 b5 7 Bb3 O-O 8 c3 d6 9 h3 Na5 10 Bc2 c5 11 d4 Qc7 12 Nbd2 cxd4 13 cxd4","C","Open (inc French)","Spanish Game, Morphy Defense, Chigorin Defense, Panov System","https://old.chesstempo.com/gamedb/opening/2446","white",2984,"C99","04-12-2020",2368,"2325",0.407,0.354,0.239,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Ae7 6.Te1 b5 7.Ab3 O-O 8.c3 d6 9.h3 Ca5 10.Ac2 c5 11.d4 Dc7 12.Cbd2 cxd4 13.cxd4"
"C74","Ruy Lopez, Modern Steinitz Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6 5 c3","C","Open (inc French)","Spanish Game, Morphy Defense, Jaffe Gambit","https://old.chesstempo.com/gamedb/opening/2453","white",41,"C74","02-02-2020",1795,"1888",0.293,0.195,0.512,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.c3"
"C71","Ruy Lopez","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6","C","Open (inc French)","Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2458","white",46,"C71","20-12-2019",2168,"2170",0.326,0.283,0.391,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.Cc3"
"C72","Ruy Lopez, Modern Steinitz Defense, 5.O-O","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6 5 O-O","C","Open (inc French)","Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2455","white",2643,"C72","16-02-2021",2391,"2338",0.425,0.322,0.253,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.O-O"
"C73","Ruy Lopez, Modern Steinitz Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6 5 Bxc6+ bxc6 6 d4","C","Open (inc French)","Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2459","black",797,"C73","30-09-2020",2361,"2369",0.321,0.32,0.359,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.Axc6+ bxc6 6.d4 f6"
"C75","Ruy Lopez, Modern Steinitz Defense","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6 5 c3 Bd7","C","Open (inc French)","Spanish Game, Morphy Defense, Modern Steinitz Defense","https://old.chesstempo.com/gamedb/opening/2456","black",634,"C75","27-02-2021",2330,"2366",0.249,0.353,0.398,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.c3 Ad7 6.d4 Cge7"
"C76","Ruy Lopez, Modern Steinitz Defense, Fianchetto Variation","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 d6 5 c3 Bd7 6 d4 g6","C","Open (inc French)","Spanish Game, Morphy Defense, Modern Steinitz Defense, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/2465","black",1078,"C76","17-03-2021",2376,"2416",0.241,0.407,0.352,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 d6 5.c3 Ad7 6.d4 g6"
"C80","Ruy Lopez, Open","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Nxe4","C","Open (inc French)","Spanish Game, Morphy Defense, Tartakower Variation","https://old.chesstempo.com/gamedb/opening/2475","white",57,"C80","23-05-2015",2235,"2260",0.175,0.404,0.421,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.De2"
"C82","Ruy Lopez, Open","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Nxe4 6 d4 b5 7 Bb3 d5 8 dxe5 Be6 9 c3","C","Open (inc French)","Spanish Game, Open Variations, Berlin Variation","https://old.chesstempo.com/gamedb/opening/2484","black",208,"C82","09-10-2019",2328,"2350",0.303,0.303,0.394,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Cc5"
"C83","Ruy Lopez, Open","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Nxe4 6 d4 b5 7 Bb3 d5 8 dxe5 Be6","C","Open (inc French)","Spanish Game, Open Variations, Breslau Variation","https://old.chesstempo.com/gamedb/opening/2486","black",14,"C83","03-04-2014",2542,"2499",0.357,0.357,0.286,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.c3 Ae7 10.Te1 O-O 11.Cd4 Cxe5"
"C81","Ruy Lopez, Open, Howell Attack","1 e4 e5 2 Nf3 Nc6 3 Bb5 a6 4 Ba4 Nf6 5 O-O Nxe4 6 d4 b5 7 Bb3 d5 8 dxe5 Be6 9 Qe2","C","Open (inc French)","Spanish Game, Open Variations, Howell Attack","https://old.chesstempo.com/gamedb/opening/2492","white",11,"C81","1982",2365,"2451",0.273,0.182,0.545,"1.e4 e5 2.Cf3 Cc6 3.Ab5 a6 4.Aa4 Cf6 5.O-O Cxe4 6.d4 b5 7.Ab3 d5 8.dxe5 Ae6 9.De2 Ae7 10.c4"
